mean_Xa,var_Xa,std_Xa,rms_Xa,max_Xa,ptp_Xa,crest_Xa,clearance_Xa,shape_Xa,impulse_Xa,label
0.4622141737191826,0.009157151574950749,0.09569300692814887,0.4720159890955575,0.9377486092025907,0.812724051726045,1.9866882285056404,2.028818375812764,0.9792341454467329,1.387280995117829,BPFI_03
0.4603421543191778,0.008282229427707368,0.0910067548465902,0.469251668586196,0.9377486092025907,0.8132150805591962,1.9983916349789972,2.037068733341339,0.9810133562361929,1.3894190485246518,BPFI_03
0.4602454902352927,0.008322102312991762,0.09122555734547069,0.46919933247492657,0.8921997428278168,0.7676662141844223,1.9015366840392827,1.9385301143780784,0.980916762621114,1.3220318469258567,BPFI_03
0.46017909338851726,0.009266721322050059,0.09626381107171095,0.4701398933444468,0.8978344353924009,0.8217186553547428,1.9097176140604704,1.9510543792444361,0.9788131147836209,1.3313639350134248,BPFI_03
0.4603932514864446,0.008929323265228549,0.09449509651420304,0.4699907119076814,0.8978344353924009,0.8217186553547428,1.9103237843746141,1.9501468201230485,0.9795794678956933,1.3308429883267814,BPFI_03
0.46031874209686124,0.00839762314708073,0.09163854618598404,0.4693516458613066,0.8927852983244408,0.8006854882704224,1.902167183596622,1.9394936957326387,0.9807545071076311,1.322891860396701,BPFI_03
0.46012940054193796,0.009096160100366657,0.09537379147526147,0.4699098055408611,0.8927852983244408,0.8082611642526601,1.89990778612686,1.9402917902505752,0.9791866335122205,1.3237679007928378,BPFI_03
0.4602349005140544,0.008949956959645957,0.09460421216650956,0.4698575535317353,0.8909772242594785,0.8064530901876978,1.8962709390587666,1.9359184261434998,0.9795200631652058,1.32092635047296,BPFI_03
0.46030009921531556,0.008361701569049447,0.0914423401332744,0.46929509150073023,0.8621187907071161,0.7698920023529655,1.8370505175116978,1.8729493914443867,0.9808329717307501,1.277510824834963,BPFI_03
0.46022731069848377,0.008443808182648187,0.09189019633588878,0.4693111821546626,0.899491777198508,0.7741836283253508,1.9166212342711204,1.9544511077218683,0.9806442467139315,1.3328719461805503,BPFI_03
0.46025081432265563,0.008710185956710019,0.09332837701744319,0.46961792772569666,0.899491777198508,0.7994537620248648,1.9153693334380117,1.954351299784829,0.9800537567881941,1.3331032527963664,BPFI_03
0.4603585883065247,0.008121199737182842,0.0901176993558027,0.4690961837030431,0.8951097193073622,0.795071704133719,1.9081581782255617,1.9443749764723912,0.9813735525888446,1.3260748315743407,BPFI_03
0.46032005859220104,0.008865410945339124,0.09415631123477132,0.4698510054130634,0.914588605602103,0.8125166196002777,1.9465502788443632,1.9868536869742186,0.9797149591869376,1.3555581227866746,BPFI_03
0.46023496986579504,0.009726697341007829,0.09862402010163564,0.47068346564158925,0.914588605602103,0.7871923822415025,1.9431075709350147,1.9872210185783967,0.9778014386769421,1.3564557930038754,BPFI_03
0.4601856085931584,0.008463049154910265,0.09199483221850163,0.46929078779703937,0.8742697473366717,0.7613188565702657,1.8629595339825404,1.8998198357602214,0.9805980014084171,1.2957552762576063,BPFI_03
0.46019557306601433,0.008288457330299169,0.09104096512174709,0.4691145092617116,0.8799590335644247,0.7670081427980187,1.8757872890124347,1.912141456950078,0.9809877204400822,1.3039263540764359,BPFI_03
0.46016536881365006,0.009793353628154127,0.09896137442534904,0.4706862227467007,0.8799590335644247,0.8128601917086126,1.8695236678681666,1.9122669657498184,0.9776478396336823,1.3052715601924272,BPFI_03
0.4601076505563524,0.009762282551294644,0.09880426383155053,0.47059678351193723,0.9243977109336772,0.8953462056438651,1.9643094541257713,2.0090900679784722,0.9777109973482877,1.3714506005938525,BPFI_03
0.46039038984520375,0.008034577130130754,0.0896358027248641,0.46903506072781964,0.9243977109336772,0.8953462056438651,1.9708499179128611,2.0078562266351514,0.9815692437379807,1.3694416235634366,BPFI_03
0.46042078069944486,0.008455922883521864,0.09195609215012274,0.4695138104288394,0.9417540004951747,0.8275497085174386,2.0058068145748593,2.045420276349204,0.9806330942191258,1.3952825758095382,BPFI_03
0.46015785059885406,0.009546115626443662,0.09770422522308675,0.47041615947392895,0.9417540004951747,0.8337426126523478,2.0019592897241187,2.046589011291596,0.9781931197122418,1.396652541114368,BPFI_03
0.4603372551075274,0.00893577443757149,0.094529225309274,0.4699427229753688,0.9006215179657545,0.8048996799301241,1.916449545731042,1.9564384762979563,0.9795603434243519,1.3349571150920543,BPFI_03
0.46030395089641174,0.008656451554390075,0.09304005349520213,0.4696127966370128,0.8867672832682049,0.7910454452325745,1.8882945473771484,1.9264820159403016,0.9801776148195631,1.3142655853477128,BPFI_03
0.460197339298991,0.009098731392757284,0.09538727060125625,0.46997906601318734,0.8968588974595875,0.8014409739920124,1.908295416363124,1.9488571985786662,0.97918688847745,1.3296968661544928,BPFI_03
0.46033717694251425,0.009270645082160463,0.09628418915980164,0.4702988002935624,0.8968588974595875,0.8093686826703491,1.9069980550657677,1.9482651899122738,0.9788185227246378,1.3296757478786358,BPFI_03
0.46058800062164496,0.008367378489479787,0.09147337585046146,0.4695835227157403,0.9387847624359721,0.8512945476467337,1.9991859105419678,2.0382310463340687,0.9808436163984809,1.3905678772572894,BPFI_03
0.460209921263785,0.008797502965617479,0.0937950050142196,0.4696708151410269,0.9387847624359721,0.8519063609058891,1.9988143443702917,2.039905528020713,0.9798563300672598,1.3915910642016458,BPFI_03
0.4598945807150434,0.009075598693134075,0.09526593668848313,0.4696579862668148,0.9039037606591629,0.8170253591290799,1.9246000006175794,1.965458604130048,0.9792116692630353,1.340667643049535,BPFI_03
0.4601598959795452,0.008989000641311348,0.0948103403712451,0.4698256384119721,0.9591648271013482,0.8574741738993493,2.041533600301934,2.084416385438301,0.9794269583390607,1.4220130131781175,BPFI_03
0.4600487904743146,0.008730203416286095,0.09343555755859807,0.46944125621121746,0.9591648271013482,0.8574741738993493,2.0432052241053724,2.084919788860743,0.9799922447960625,1.421967015784349,BPFI_03
0.46029782113106876,0.008546601585884928,0.09244783169920714,0.4694898142919549,0.8956583889338793,0.7520385280269956,1.9077269871863696,1.94582365550421,0.9804213150507882,1.3272098395844631,BPFI_03
0.4603897983928332,0.009327266410633757,0.09657777389562133,0.4704104940101011,0.9271237098214993,0.8296692619678534,1.9708822860605468,2.0137798731813334,0.9786979760339853,1.3743988607543698,BPFI_03
0.46024235330645946,0.008749316872311879,0.09353778312699035,0.46965129686755874,0.9271237098214993,0.8296692619678534,1.9740682417043285,2.014425015778936,0.979966107569905,1.3741519561017363,BPFI_03
0.46029732811226176,0.0084939016160941,0.09216236550834674,0.469433202791815,0.90091676779889,0.8070765494221401,1.9191585990103688,1.9572496140563425,0.9805384991406225,1.3350290598545087,BPFI_03
0.4603483300729049,0.00917686075130091,0.09579593285364943,0.47021000175688854,0.8637628128902317,0.7877213386825529,1.8369724371299545,1.8763244188448311,0.9790270907740444,1.280581971283143,BPFI_03
0.4602360419309244,0.008874210734601568,0.09420302932815679,0.4697780593289188,0.8980874679333305,0.8220459937256517,1.91172714455046,1.9513627489177001,0.979688243823849,1.3313494737490068,BPFI_03
0.46025235879514315,0.00846665616853904,0.09201443456620836,0.46936008558997877,0.8980874679333305,0.7970245408735599,1.9134295725305395,1.9512935692157232,0.9805954381839108,1.3308808312050293,BPFI_03
0.46036178845171816,0.009142136221049944,0.09561451888207118,0.4701862529758972,0.8951822062404369,0.7876919577942567,1.9038885134872836,1.944518916852548,0.9791051642577847,1.3270504700786048,BPFI_03
0.46023170777551575,0.009418661246182906,0.09704978746078173,0.4703529377904964,0.944482924470911,0.839538827458784,2.008030244070891,2.052190034962987,0.9784816268767756,1.4006088803919405,BPFI_03
0.46022903720818215,0.00863144636918686,0.09290557770762131,0.4695127400388164,0.944482924470911,0.839538827458784,2.0116236343082554,2.0522019431896017,0.9802269415950956,1.3998070551815562,BPFI_03
0.46026130656926545,0.008819371740421276,0.09391151015941164,0.46974444335752247,0.9209080966526157,0.8061281263800233,1.960444896527946,2.0008375318728358,0.9798121363171945,1.3649850104435926,BPFI_03
0.4601919432491958,0.009052676373427696,0.09514555361879869,0.46992478228424894,0.9209080966526157,0.8061281263800233,1.959692553723577,2.0011391119768915,0.9792885172223883,1.3653084981633667,BPFI_03
0.4600547465467283,0.008603739512282622,0.09275634486267029,0.4693123792661526,0.883622460590007,0.7679393070415632,1.8828023713580635,1.9206898031651034,0.9802740495916596,1.309834869514264,BPFI_03
0.46020753411590964,0.008819559453090976,0.09391250956656932,0.46969195640348915,0.8707093400808934,0.8086669498355433,1.853788058769544,1.8919927978875575,0.9798071434729192,1.290692971362877,BPFI_03
0.46051404010329167,0.009209566347211838,0.09596648554162979,0.4704070019456215,0.8524287363900783,0.7903863461447282,1.8121089457945996,1.8510374541433776,0.9789693567455158,1.2635766527599148,BPFI_03
0.46031716775625003,0.008837724617789866,0.09400917305130317,0.4698187092367922,0.8778239969247889,0.8140842251509207,1.8684313324830981,1.906998170856012,0.9797761534529412,1.3012064178628708,BPFI_03
0.46009285511621545,0.008273812911080626,0.09096050192847786,0.4689981324483835,0.8778239969247889,0.771569950295542,1.87170041028127,1.9079279044728008,0.981012126240933,1.3008912169076245,BPFI_03
0.4601267479879718,0.008586507518843652,0.09266340981662423,0.4693646042607284,0.8619655588211403,0.7427579333109571,1.8364519842282891,1.8733219978849676,0.9803183789555102,1.2775698216666733,BPFI_03
0.4600893731142299,0.008724797343452247,0.09340662365941854,0.46947526941905815,0.8940830577404697,0.7965349547596657,1.9044305759637417,1.9432812622657312,0.9800076874838528,1.3254260206530826,BPFI_03
0.46036091457138373,0.008782886966560915,0.09371705803406824,0.4698032126662841,0.9131535857274562,0.8156054827466522,1.9436937873306919,1.9835601955427566,0.9799015889199388,1.3532678068249426,BPFI_03
0.4604826262835869,0.008907783306080214,0.09438105374533712,0.4700553503738786,0.9131535857274562,0.7904912140910032,1.9426511899101682,1.9830359140739726,0.9796349002672182,1.3531886153660513,BPFI_03
0.4601233083445438,0.00904191790593884,0.09508899992080493,0.46984612032863166,0.8768922901687285,0.7721659286176941,1.8663393230860144,1.905776721730656,0.9793063908300715,1.3001407954520994,BPFI_03
0.46021497338043804,0.008567775764311334,0.09256228046192107,0.46943114243504197,0.9119179316833288,0.8071915701322944,1.9426021182851463,1.981504263072921,0.9803673676041226,1.3514862506231575,BPFI_03
0.4604608321739442,0.008748586993235476,0.09353388152554921,0.4698646240775705,0.9119179316833288,0.8430919545079189,1.9408099374869712,1.9804462572374488,0.9799861674581531,1.3513773412205303,BPFI_03
0.46023156055539727,0.009658915163242413,0.09827978003252964,0.47060812200226493,0.9259810547246454,0.8571550775492355,1.9676265908563917,2.0119894724455487,0.9779507387107576,1.373471064417178,BPFI_03
0.4602469708730908,0.009027897231732026,0.09501524736447317,0.46995230761172746,0.9259810547246454,0.8433751740437521,1.9703723967873075,2.011922105577479,0.979348251766315,1.3728407069771815,BPFI_03
0.46039665825705056,0.007968742427612606,0.08926781294292252,0.46897102827559833,0.9228997203985105,0.8256403670615999,1.9679248071933215,2.004575193687078,0.9817166317286685,1.367041825976262,BPFI_03
0.4602316574056161,0.008223838950836585,0.09068538443893032,0.469081035034627,0.8759234054685479,0.8311808791943001,1.8673178833671846,1.9032228473943722,0.9811346505868487,1.2979059236089092,BPFI_03
0.4600336492189487,0.009837371764529198,0.09918352567099638,0.47060421819001147,0.9377002198901881,0.8929576936159404,1.9925452931481835,2.0383296341087838,0.9775383038177637,1.3912451825018592,BPFI_03
0.4602180304849127,0.009898137147475679,0.09948938208409819,0.4708489914302544,0.9377002198901881,0.8422052912679376,1.991509458354839,2.0375129998756725,0.9774217187700689,1.3909614741545444,BPFI_03
0.46041838491149745,0.008563623771242073,0.09253984963918016,0.469626141665638,0.9350088327125593,0.8414962647749341,1.9909641941914342,2.0307808362002935,0.9803934322704372,1.385417715363243,BPFI_03
0.4602257858983241,0.008873909443732963,0.09420143015757756,0.46976769093825826,0.9230471654884068,0.8426947740847837,1.9649013401599031,2.00563982673568,0.9796880346946034,1.3683328820321996,BPFI_03
0.45999931466742483,0.009433272618557045,0.097125036002861,0.47014108745466776,0.9230471654884068,0.8426947740847837,1.9633407717793,2.0066272623813823,0.978428235570411,1.3691576900356284,BPFI_03
0.4602407040959312,0.009012571109808555,0.09493456225110303,0.4699298637206696,0.8752738144416276,0.7763478853720341,1.862562654587745,1.901774020967924,0.9793816899653398,1.2975691301154462,BPFI_03
0.46045229786788316,0.008349464157286542,0.09137540236456713,0.4694313397815493,0.8411452272397318,0.7682354386226791,1.7918386693806176,1.8267803877505684,0.9808725128623826,1.2461516874051564,BPFI_03
0.46019796608300945,0.008804740942406897,0.09383358110190028,0.4696668062886131,0.9286489844209128,0.85573919580386,1.9772506210503884,2.0179336999794675,0.9798392390545373,1.3765353850289537,BPFI_03
0.4601469987373358,0.008931707340330556,0.09450771048084149,0.469752027975727,0.9286489844209128,0.8327493523110423,1.9768919112977152,2.018157212736729,0.97955297972894,1.3767437921771695,BPFI_03
0.4605895504719878,0.008390340686535753,0.09159880286628069,0.4696094916955188,0.8755242777230042,0.8130717031471981,1.8643666561379233,1.9008774229155074,0.9807926769304329,1.2968934380322867,BPFI_03
0.4603987467884216,0.0094836018763271,0.09738378651668408,0.4705853885541669,0.961153318589928,0.8987007440141219,2.0424631575217176,2.087654072246271,0.9783532552996538,1.4250141782796657,BPFI_03
0.46013971887419924,0.009262791317737409,0.09624339622923439,0.47009717314972704,0.961153318589928,0.8374168562810435,2.0445843401908705,2.0888292819875094,0.9788183064177748,1.425185927898225,BPFI_03
0.4604303955335276,0.008487484389401194,0.09212754414072478,0.4695568480179603,0.889788778424997,0.7811903010343224,1.894954321677709,1.9325152879925462,0.9805636899494571,1.3183083639714865,BPFI_03
0.4603062877171199,0.008759756257774587,0.09359356953217772,0.4697250629567157,0.9159961606653422,0.8480553882987606,1.9500687378687935,1.989970993462217,0.9799483230034423,1.3576634383750616,BPFI_03
0.46001923618527085,0.009004418842120037,0.09489161628995492,0.4697042862297512,0.9159961606653422,0.8480553882987606,1.950154996493457,1.9912127333223701,0.9793805372264732,1.3582851127248428,BPFI_03
0.4600754178425066,0.008957736468323263,0.09464531931544878,0.46970961941531525,0.8857955924833206,0.81873969774173,1.885836601741179,1.9253269314783232,0.9794890264653274,1.3133977449094896,BPFI_03
0.4601895426445464,0.008446652412752408,0.0919056712763277,0.46927717563519883,0.8626120579616622,0.7955561632200716,1.8381717729912128,1.8744712298426773,0.9806348284926671,1.2784454416322324,BPFI_03
0.46019729554841327,0.008708705603274379,0.09332044579444732,0.4695639002663514,0.9125318179940557,0.8213226339678895,1.9433602486827435,1.9829143430897376,0.980052545111272,1.3525400390715252,BPFI_03
